部門コード,部門名,勘定科目コード,勘定科目名,補助科目コード,補助科目名,前残,借方金額,貸方金額,残高
4422,POJ営業報酬,515,業務委託売上,,差額(科目 - 合計),,,,0
4424,POJ保全開発,515,業務委託売上,6190,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命,5340000,0,890000,6230000
4424,POJ保全開発,515,業務委託売上,,合計,5340000,0,890000,6230000
4424,POJ保全開発,515,業務委託売上,,差額(科目 - 合計),,,,0
4425,POJｽﾎﾟｯﾄ,515,業務委託売上,6190,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命,5598400,0,100400,5698800
4425,POJｽﾎﾟｯﾄ,515,業務委託売上,,合計,5598400,0,100400,5698800
4425,POJｽﾎﾟｯﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
4426,PGA_業務,515,業務委託売上,6190,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命,4870000,0,0,4870000
4426,PGA_業務,515,業務委託売上,6607,ﾌﾟﾙﾃﾞﾝｼｬﾙ･ｼﾞﾌﾞ,800000,0,600000,1400000
4426,PGA_業務,515,業務委託売上,,合計,5670000,0,600000,6270000
4426,PGA_業務,515,業務委託売上,,差額(科目 - 合計),,,,0
4427,POJ給与厚生,515,業務委託売上,6190,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命,1997028,0,348265,2345293
4427,POJ給与厚生,515,業務委託売上,,合計,1997028,0,348265,2345293
4427,POJ給与厚生,515,業務委託売上,,差額(科目 - 合計),,,,0
4431,VFJ-ｻｰﾋﾞｽｾﾝﾀｰ,515,業務委託売上,6535,VFSJ,1540000,0,0,1540000
4431,VFJ-ｻｰﾋﾞｽｾﾝﾀｰ,515,業務委託売上,,合計,1540000,0,0,1540000
4431,VFJ-ｻｰﾋﾞｽｾﾝﾀｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4441,LTJﾏｽﾀ登録,515,業務委託売上,6523,㈱ﾘﾝｸ･ｾｵﾘｰ･ｼﾞｬ,4123357,0,506800,4630157
4441,LTJﾏｽﾀ登録,515,業務委託売上,7078,ﾌﾟﾗｽﾃ,275709,0,246650,522359
4441,LTJﾏｽﾀ登録,515,業務委託売上,,合計,4399066,0,753450,5152516
4441,LTJﾏｽﾀ登録,515,業務委託売上,,差額(科目 - 合計),,,,0
4452,ｼﾞﾌﾞﾗﾙﾀ生命保険,515,業務委託売上,6707,ｼﾞﾌﾞﾗﾙﾀ生命保,527728,0,80000,607728
4452,ｼﾞﾌﾞﾗﾙﾀ生命保険,515,業務委託売上,,合計,527728,0,80000,607728
4452,ｼﾞﾌﾞﾗﾙﾀ生命保険,515,業務委託売上,,差額(科目 - 合計),,,,0
4453,ﾌｫﾙｸｽﾜｰｹﾞﾝｸﾞﾙｰﾌﾟ,515,業務委託売上,6655,VW-GJ,4002600,0,856700,4859300
4453,ﾌｫﾙｸｽﾜｰｹﾞﾝｸﾞﾙｰﾌﾟ,515,業務委託売上,,合計,4002600,0,856700,4859300
4453,ﾌｫﾙｸｽﾜｰｹﾞﾝｸﾞﾙｰﾌﾟ,515,業務委託売上,,差額(科目 - 合計),,,,0
4454,ﾏｰｷｭﾘｯﾁ,515,業務委託売上,6344,ﾏｰｷｭﾘｯﾁ㈱,1822300,0,434640,2256940
4454,ﾏｰｷｭﾘｯﾁ,515,業務委託売上,,合計,1822300,0,434640,2256940
4454,ﾏｰｷｭﾘｯﾁ,515,業務委託売上,,差額(科目 - 合計),,,,0
4455,Beams,515,業務委託売上,6806,ﾋﾞｰﾑｽ,1446600,0,190400,1637000
4455,Beams,515,業務委託売上,,合計,1446600,0,190400,1637000
4455,Beams,515,業務委託売上,,差額(科目 - 合計),,,,0
4456,伊藤商会経理,515,業務委託売上,6750,伊東商会,863036,0,151160,1014196
4456,伊藤商会経理,515,業務委託売上,,合計,863036,0,151160,1014196
4456,伊藤商会経理,515,業務委託売上,,差額(科目 - 合計),,,,0
4457,CAC搬入案内,515,業務委託売上,6539,ｺﾝﾁﾈﾝﾀﾙ･ｵｰﾄﾓｰﾃ,3458400,0,585200,4043600
4457,CAC搬入案内,515,業務委託売上,,合計,3458400,0,585200,4043600
4457,CAC搬入案内,515,業務委託売上,,差額(科目 - 合計),,,,0
4458,ｱﾑｼﾞｪﾝ,515,業務委託売上,6542,ｱｽﾃﾗｽ･ｱﾑｼﾞｪﾝ,268000,0,66500,334500
4458,ｱﾑｼﾞｪﾝ,515,業務委託売上,,合計,268000,0,66500,334500
4458,ｱﾑｼﾞｪﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
4459,FISKARS,515,業務委託売上,6850,ﾌｨｽｶｰｽ ｼﾞｬﾊﾟﾝ,5466730,0,1351154,6817884
4459,FISKARS,515,業務委託売上,,合計,5466730,0,1351154,6817884
4459,FISKARS,515,業務委託売上,,差額(科目 - 合計),,,,0
4460,volvo営業支援,515,業務委託売上,6828,ﾎﾞﾙﾎﾞ･ｶｰ･ｼﾞｬﾊﾟ,2550000,0,425000,2975000
4460,volvo営業支援,515,業務委託売上,,合計,2550000,0,425000,2975000
4460,volvo営業支援,515,業務委託売上,,差額(科目 - 合計),,,,0
4461,NHKMT,515,業務委託売上,6055,NHKﾒﾃﾞｨｱﾃｸﾉﾛｼﾞ,1368000,0,228000,1596000
4461,NHKMT,515,業務委託売上,,合計,1368000,0,228000,1596000
4461,NHKMT,515,業務委託売上,,差額(科目 - 合計),,,,0
4462,VGJ_PSC,515,業務委託売上,6655,VW-GJ,1675000,0,270000,1945000
4462,VGJ_PSC,515,業務委託売上,,合計,1675000,0,270000,1945000
4462,VGJ_PSC,515,業務委託売上,,差額(科目 - 合計),,,,0
4464,伊藤商会SO部,515,業務委託売上,6750,伊東商会,7140000,0,1065000,8205000
4464,伊藤商会SO部,515,業務委託売上,,合計,7140000,0,1065000,8205000
4464,伊藤商会SO部,515,業務委託売上,,差額(科目 - 合計),,,,0
4467,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌﾞ,515,業務委託売上,7735,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌ,501824,0,500000,1001824
4467,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌﾞ,515,業務委託売上,,合計,501824,0,500000,1001824
4467,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4501,NHK出版,515,業務委託売上,7038,NHK出版,150000,0,650042,800042
4501,NHK出版,515,業務委託売上,,合計,150000,0,650042,800042
4501,NHK出版,515,業務委託売上,,差額(科目 - 合計),,,,0
4502,SCSKｻｰﾋﾞｽｳｪｱ,515,業務委託売上,6937,SCSKｻｰﾋﾞｽｳｪｱ,3585,0,0,3585
4502,SCSKｻｰﾋﾞｽｳｪｱ,515,業務委託売上,,合計,3585,0,0,3585
4502,SCSKｻｰﾋﾞｽｳｪｱ,515,業務委託売上,,差額(科目 - 合計),,,,0
4505,ﾒﾙﾍﾟｲ,515,業務委託売上,7080,ﾒﾙﾍﾟｲ,1102651,0,483328,1585979
4505,ﾒﾙﾍﾟｲ,515,業務委託売上,,合計,1102651,0,483328,1585979
4505,ﾒﾙﾍﾟｲ,515,業務委託売上,,差額(科目 - 合計),,,,0
4506,ﾘｸﾙｰﾄ,515,業務委託売上,8130,ﾘｸﾙｰﾄ,19582567,0,13654256,33236823
4506,ﾘｸﾙｰﾄ,515,業務委託売上,,合計,19582567,0,13654256,33236823
4506,ﾘｸﾙｰﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
4509,ﾜｰｸｽ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,6600,㈱ﾜｰｸｽ･ｼﾞｬﾊﾟﾝ,103806,0,147130,250936
4509,ﾜｰｸｽ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,合計,103806,0,147130,250936
4509,ﾜｰｸｽ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
4601,ITX,515,業務委託売上,9200,ITX,1537705,0,1818863,3356568
4601,ITX,515,業務委託売上,,合計,1537705,0,1818863,3356568
4601,ITX,515,業務委託売上,,差額(科目 - 合計),,,,0
4603,NPO法人ﾌﾞﾚｲﾌﾞｻｰｸﾙ運営委員会,515,業務委託売上,6229,ﾌﾞﾚｲﾌﾞｻ,306275,0,245385,551660
4603,NPO法人ﾌﾞﾚｲﾌﾞｻｰｸﾙ運営委員会,515,業務委託売上,,合計,306275,0,245385,551660
4603,NPO法人ﾌﾞﾚｲﾌﾞｻｰｸﾙ運営委員会,515,業務委託売上,,差額(科目 - 合計),,,,0
4604,SCSK,515,業務委託売上,6235,SCSK,531775,0,431787,963562
4604,SCSK,515,業務委託売上,,合計,531775,0,431787,963562
4604,SCSK,515,業務委託売上,,差額(科目 - 合計),,,,0
4605,ｱﾙﾃﾘｱ･ﾈｯﾄﾜｰｸｽ,515,業務委託売上,9215,ｱﾙﾃﾘｱﾈｯﾄﾜｰｸｽ,394332,0,335690,730022
4605,ｱﾙﾃﾘｱ･ﾈｯﾄﾜｰｸｽ,515,業務委託売上,,合計,394332,0,335690,730022
4605,ｱﾙﾃﾘｱ･ﾈｯﾄﾜｰｸｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4606,ｲｵﾝ銀行,515,業務委託売上,6912,ｲｵﾝ銀行,3200,0,134700,137900
4606,ｲｵﾝ銀行,515,業務委託売上,,合計,3200,0,134700,137900
4606,ｲｵﾝ銀行,515,業務委託売上,,差額(科目 - 合計),,,,0
4607,ｴﾑｵｰﾃｯｸｽ,515,業務委託売上,6263,ｴﾑｵｰﾃｯｸ,0,0,63755,63755
4607,ｴﾑｵｰﾃｯｸｽ,515,業務委託売上,,合計,0,0,63755,63755
4607,ｴﾑｵｰﾃｯｸｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4608,ｵﾘﾝﾊﾟｽ健康保険組合,515,業務委託売上,9118,ｵﾘﾝﾊﾟｽ健保組合,33216,0,29062,62278
4608,ｵﾘﾝﾊﾟｽ健康保険組合,515,業務委託売上,,合計,33216,0,29062,62278
4608,ｵﾘﾝﾊﾟｽ健康保険組合,515,業務委託売上,,差額(科目 - 合計),,,,0
4609,ｶｸﾀｽ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,6275,ｶｸﾀｽｺﾐｭ,738707,0,716696,1455403
4609,ｶｸﾀｽ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,合計,738707,0,716696,1455403
4609,ｶｸﾀｽ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4610,ｽﾎﾟｯﾄ得意先,515,業務委託売上,7263,ﾄｩﾓﾛｰ,4000,0,6200,10200
4610,ｽﾎﾟｯﾄ得意先,515,業務委託売上,7264,ｺﾓﾝｽﾞ･ｺﾐｭﾆｹｰｼｮ,3000,0,3000,6000
4610,ｽﾎﾟｯﾄ得意先,515,業務委託売上,7271,ｱｸﾃｨｵ,0,0,119250,119250
4610,ｽﾎﾟｯﾄ得意先,515,業務委託売上,,合計,7000,0,128450,135450
4610,ｽﾎﾟｯﾄ得意先,515,業務委託売上,,差額(科目 - 合計),,,,0
4611,ﾆｭｰｵｰﾀﾆ,515,業務委託売上,6471,ﾆｭｰｵｰﾀﾆ,1200681,0,3319800,4520481
4611,ﾆｭｰｵｰﾀﾆ,515,業務委託売上,,合計,1200681,0,3319800,4520481
4611,ﾆｭｰｵｰﾀﾆ,515,業務委託売上,,差額(科目 - 合計),,,,0
4612,ﾊﾞﾘｭｰﾏﾈｼﾞﾒﾝﾄ,515,業務委託売上,6546,ﾊﾞﾘｭｰﾏﾈ,235000,0,235000,470000
4612,ﾊﾞﾘｭｰﾏﾈｼﾞﾒﾝﾄ,515,業務委託売上,,合計,235000,0,235000,470000
4612,ﾊﾞﾘｭｰﾏﾈｼﾞﾒﾝﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
4613,ﾋﾞｰｽﾞ,515,業務委託売上,6586,ﾋﾞｰｽﾞ,84588,0,0,84588
4613,ﾋﾞｰｽﾞ,515,業務委託売上,,合計,84588,0,0,84588
4613,ﾋﾞｰｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4615,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命保険,515,業務委託売上,6190,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命,224848,0,229362,454210
4615,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命保険,515,業務委託売上,,合計,224848,0,229362,454210
4615,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命保険,515,業務委託売上,,差額(科目 - 合計),,,,0
4616,楽天ｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,7002,楽天ｺﾐｭﾆｹ,75000,0,0,75000
4616,楽天ｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,7003,楽天ﾓﾊﾞｲﾙ,0,0,22670135,22670135
4616,楽天ｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,合計,75000,0,22670135,22745135
4616,楽天ｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4617,楽天ﾓﾊﾞｲﾙ,515,業務委託売上,7003,楽天ﾓﾊﾞｲﾙ,21800824,0,2167292,23968116
4617,楽天ﾓﾊﾞｲﾙ,515,業務委託売上,,合計,21800824,0,2167292,23968116
4617,楽天ﾓﾊﾞｲﾙ,515,業務委託売上,,差額(科目 - 合計),,,,0
4619,音楽と人,515,業務委託売上,7008,音楽と人,78305,0,83119,161424
4619,音楽と人,515,業務委託売上,,合計,78305,0,83119,161424
4619,音楽と人,515,業務委託売上,,差額(科目 - 合計),,,,0
4620,AMADEUS,515,業務委託売上,7014,AMADEUS,0,0,57376,57376
4620,AMADEUS,515,業務委託売上,,合計,0,0,57376,57376
4620,AMADEUS,515,業務委託売上,,差額(科目 - 合計),,,,0
4621,ISAO,515,業務委託売上,7029,ISAO,240344,0,70740,311084
4621,ISAO,515,業務委託売上,,合計,240344,0,70740,311084
4621,ISAO,515,業務委託売上,,差額(科目 - 合計),,,,0
4622,NTTﾃﾞｰﾀ,515,業務委託売上,6017,NTTﾃﾞｰﾀ,282537,0,291993,574530
4622,NTTﾃﾞｰﾀ,515,業務委託売上,,合計,282537,0,291993,574530
4622,NTTﾃﾞｰﾀ,515,業務委託売上,,差額(科目 - 合計),,,,0
4623,USEN,515,業務委託売上,7939,㈱USEN,41164242,0,183804,41348046
4623,USEN,515,業務委託売上,,合計,41164242,0,183804,41348046
4623,USEN,515,業務委託売上,,差額(科目 - 合計),,,,0
4624,USEN Media,515,業務委託売上,7040,USENMed,255958,0,0,255958
4624,USEN Media,515,業務委託売上,,合計,255958,0,0,255958
4624,USEN Media,515,業務委託売上,,差額(科目 - 合計),,,,0
4626,ｳｨﾝﾀﾞﾑ,515,業務委託売上,6366,㈱ｳｨﾝﾀﾞﾑ,90050,0,81650,171700
4626,ｳｨﾝﾀﾞﾑ,515,業務委託売上,,合計,90050,0,81650,171700
4626,ｳｨﾝﾀﾞﾑ,515,業務委託売上,,差額(科目 - 合計),,,,0
4627,ｻﾝｹｲﾘﾋﾞﾝｸﾞ新聞社,515,業務委託売上,7054,ｻﾝｹｲﾘﾋﾞﾝｸﾞ新聞,40000,0,40000,80000
4627,ｻﾝｹｲﾘﾋﾞﾝｸﾞ新聞社,515,業務委託売上,,合計,40000,0,40000,80000
4627,ｻﾝｹｲﾘﾋﾞﾝｸﾞ新聞社,515,業務委託売上,,差額(科目 - 合計),,,,0
4628,ｸﾘｽﾀﾙｼﾞｪﾐｰ,515,業務委託売上,7055,ｸﾘｽﾀﾙｼﾞ,293054,0,173506,466560
4628,ｸﾘｽﾀﾙｼﾞｪﾐｰ,515,業務委託売上,,合計,293054,0,173506,466560
4628,ｸﾘｽﾀﾙｼﾞｪﾐｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4629,ｹｲﾄﾞﾘｰﾑｽ,515,業務委託売上,7056,ｹｲﾄﾞﾘｰﾑ,231086,0,281789,512875
4629,ｹｲﾄﾞﾘｰﾑｽ,515,業務委託売上,,合計,231086,0,281789,512875
4629,ｹｲﾄﾞﾘｰﾑｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4630,ｹﾞｵ,515,業務委託売上,7057,ｹﾞｵ,28600386,0,29483238,58083624
4630,ｹﾞｵ,515,業務委託売上,,合計,28600386,0,29483238,58083624
4630,ｹﾞｵ,515,業務委託売上,,差額(科目 - 合計),,,,0
4633,ｼﾞｪｯｸ,515,業務委託売上,6147,ｼﾞｪｯｸ,0,0,10512,10512
4633,ｼﾞｪｯｸ,515,業務委託売上,,合計,0,0,10512,10512
4633,ｼﾞｪｯｸ,515,業務委託売上,,差額(科目 - 合計),,,,0
4634,ﾄﾞﾘｰﾑ･ﾄﾚｲﾝ･ｲﾝﾀｰﾈｯﾄ,515,業務委託売上,7066,ﾄﾞﾘｰﾑﾄﾚ,1529202,0,1267018,2796220
4634,ﾄﾞﾘｰﾑ･ﾄﾚｲﾝ･ｲﾝﾀｰﾈｯﾄ,515,業務委託売上,,合計,1529202,0,1267018,2796220
4634,ﾄﾞﾘｰﾑ･ﾄﾚｲﾝ･ｲﾝﾀｰﾈｯﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
4635,ﾌｧﾐﾘｰﾈｯﾄ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,7076,ﾌｧﾐﾘｰﾈｯ,324118,0,280864,604982
4635,ﾌｧﾐﾘｰﾈｯﾄ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,合計,324118,0,280864,604982
4635,ﾌｧﾐﾘｰﾈｯﾄ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
4637,ﾓｲｽﾄ,515,業務委託売上,7082,ﾓｲｽﾄ,4315476,0,4495375,8810851
4637,ﾓｲｽﾄ,515,業務委託売上,,合計,4315476,0,4495375,8810851
4637,ﾓｲｽﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
4638,ﾗｲﾄｱｯﾌﾟ,515,業務委託売上,6518,㈱ﾗｲﾄｱｯﾌﾟ,62924,0,80540,143464
4638,ﾗｲﾄｱｯﾌﾟ,515,業務委託売上,,合計,62924,0,80540,143464
4638,ﾗｲﾄｱｯﾌﾟ,515,業務委託売上,,差額(科目 - 合計),,,,0
4639,ﾘﾝｸ･ｾｵﾘｰ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,6523,㈱ﾘﾝｸ･ｾｵﾘｰ･ｼﾞｬ,3246116,0,167536,3413652
4639,ﾘﾝｸ･ｾｵﾘｰ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,合計,3246116,0,167536,3413652
4639,ﾘﾝｸ･ｾｵﾘｰ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
4640,伊東商会,515,業務委託売上,6750,伊東商会,43370,0,47387,90757
4640,伊東商会,515,業務委託売上,,合計,43370,0,47387,90757
4640,伊東商会,515,業務委託売上,,差額(科目 - 合計),,,,0
4641,千修,515,業務委託売上,7085,千修,55000,0,55000,110000
4641,千修,515,業務委託売上,,合計,55000,0,55000,110000
4641,千修,515,業務委託売上,,差額(科目 - 合計),,,,0
4642,東急ｺﾐｭﾆﾃｨｰ,515,業務委託売上,7087,東急ｺﾐｭﾆﾃ,625375,0,810050,1435425
4642,東急ｺﾐｭﾆﾃｨｰ,515,業務委託売上,,合計,625375,0,810050,1435425
4642,東急ｺﾐｭﾆﾃｨｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4643,東京ｶﾝﾃｲ,515,業務委託売上,6916,東京ｶﾝﾃｲ,265192,0,267232,532424
4643,東京ｶﾝﾃｲ,515,業務委託売上,,合計,265192,0,267232,532424
4643,東京ｶﾝﾃｲ,515,業務委託売上,,差額(科目 - 合計),,,,0
4646,三井住友海上火災保険,515,業務委託売上,7092,三井住友海上火,125000,0,125000,250000
4646,三井住友海上火災保険,515,業務委託売上,,合計,125000,0,125000,250000
4646,三井住友海上火災保険,515,業務委託売上,,差額(科目 - 合計),,,,0
4647,新潟大学,515,業務委託売上,7095,新潟大学,246971,0,190499,437470
4647,新潟大学,515,業務委託売上,,合計,246971,0,190499,437470
4647,新潟大学,515,業務委託売上,,差額(科目 - 合計),,,,0
4649,池伝,515,業務委託売上,7097,池伝,403439,0,0,403439
4649,池伝,515,業務委託売上,,合計,403439,0,0,403439
4649,池伝,515,業務委託売上,,差額(科目 - 合計),,,,0
4650,日本ﾐｼｭﾗﾝﾀｲﾔ,515,業務委託売上,6532,日本ﾐｼｭﾗﾝﾀｲﾔ㈱,48068,0,54769,102837
4650,日本ﾐｼｭﾗﾝﾀｲﾔ,515,業務委託売上,,合計,48068,0,54769,102837
4650,日本ﾐｼｭﾗﾝﾀｲﾔ,515,業務委託売上,,差額(科目 - 合計),,,,0
4651,有限責任監査法人ﾄｰﾏﾂ,515,業務委託売上,7099,ﾄｰﾏﾂ,0,0,129303,129303
4651,有限責任監査法人ﾄｰﾏﾂ,515,業務委託売上,,合計,0,0,129303,129303
4651,有限責任監査法人ﾄｰﾏﾂ,515,業務委託売上,,差額(科目 - 合計),,,,0
4652,ﾏﾈｼﾞﾒﾝﾄﾊﾟｰﾄﾅｰ,515,業務委託売上,7079,ﾏﾈｼﾞﾒﾝﾄ,83463,0,0,83463
4652,ﾏﾈｼﾞﾒﾝﾄﾊﾟｰﾄﾅｰ,515,業務委託売上,,合計,83463,0,0,83463
4652,ﾏﾈｼﾞﾒﾝﾄﾊﾟｰﾄﾅｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4801,7office,515,業務委託売上,6146,7office,182300,0,190900,373200
4801,7office,515,業務委託売上,,合計,182300,0,190900,373200
4801,7office,515,業務委託売上,,差額(科目 - 合計),,,,0
4803,MF KESSAI,515,業務委託売上,6212,MF KESSA,620919,0,869555,1490474
4803,MF KESSAI,515,業務委託売上,,合計,620919,0,869555,1490474
4803,MF KESSAI,515,業務委託売上,,差額(科目 - 合計),,,,0
4804,ｱｰﾄｻｰﾋﾞｽ,515,業務委託売上,6237,ｱｰﾄｻｰﾋﾞ,175,0,0,175
4804,ｱｰﾄｻｰﾋﾞｽ,515,業務委託売上,,合計,175,0,0,175
4804,ｱｰﾄｻｰﾋﾞｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4805,いすゞ自動車,515,業務委託売上,6258,いすゞ自動車,71362,0,70796,142158
4805,いすゞ自動車,515,業務委託売上,,合計,71362,0,70796,142158
4805,いすゞ自動車,515,業務委託売上,,差額(科目 - 合計),,,,0
4807,ｸﾚﾃﾞｨｱｸﾞﾘｺﾙ生命保険,515,業務委託売上,6289,ｸﾚﾃﾞｨｱｸ,92376,0,89783,182159
4807,ｸﾚﾃﾞｨｱｸﾞﾘｺﾙ生命保険,515,業務委託売上,,合計,92376,0,89783,182159
4807,ｸﾚﾃﾞｨｱｸﾞﾘｺﾙ生命保険,515,業務委託売上,,差額(科目 - 合計),,,,0
4809,ｽﾏｰﾄﾋﾞﾘﾝｸﾞｻｰﾋﾞｽ,515,業務委託売上,6291,ｽﾏｰﾄﾋﾞﾘ,11476056,0,12160849,23636905
4809,ｽﾏｰﾄﾋﾞﾘﾝｸﾞｻｰﾋﾞｽ,515,業務委託売上,,合計,11476056,0,12160849,23636905
4809,ｽﾏｰﾄﾋﾞﾘﾝｸﾞｻｰﾋﾞｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4810,ｽﾏｰﾄﾓﾊﾞｲﾙｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,6352,ｽﾏｰﾄﾓﾊﾞ,253079,0,252465,505544
4810,ｽﾏｰﾄﾓﾊﾞｲﾙｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,合計,253079,0,252465,505544
4810,ｽﾏｰﾄﾓﾊﾞｲﾙｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4811,ﾄｯﾌﾟ･ﾏﾈｼﾞﾒﾝﾄ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,6433,ﾄｯﾌﾟﾏﾈｼ,130680,0,142840,273520
4811,ﾄｯﾌﾟ･ﾏﾈｼﾞﾒﾝﾄ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,合計,130680,0,142840,273520
4811,ﾄｯﾌﾟ･ﾏﾈｼﾞﾒﾝﾄ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
4812,ﾋﾟｸｽﾀ,515,業務委託売上,7887,ﾋﾟｸｽﾀ㈱,263392,0,374300,637692
4812,ﾋﾟｸｽﾀ,515,業務委託売上,,合計,263392,0,374300,637692
4812,ﾋﾟｸｽﾀ,515,業務委託売上,,差額(科目 - 合計),,,,0
4813,ﾌﾗｯｼｭｺｰﾎﾟﾚｰｼｮﾝ合同会社,515,業務委託売上,6602,ﾌﾗｯｼｭｺｰ,151400,0,124200,275600
4813,ﾌﾗｯｼｭｺｰﾎﾟﾚｰｼｮﾝ合同会社,515,業務委託売上,,合計,151400,0,124200,275600
4813,ﾌﾗｯｼｭｺｰﾎﾟﾚｰｼｮﾝ合同会社,515,業務委託売上,,差額(科目 - 合計),,,,0
4814,ﾌﾞﾘｯｼﾞ･ﾓｰｼｮﾝ･ﾄｩﾓﾛｰ,515,業務委託売上,6906,ﾌﾞﾘｯｼﾞﾓｰｼｮﾝﾄｩﾓ,568363,0,582479,1150842
4814,ﾌﾞﾘｯｼﾞ･ﾓｰｼｮﾝ･ﾄｩﾓﾛｰ,515,業務委託売上,,合計,568363,0,582479,1150842
4814,ﾌﾞﾘｯｼﾞ･ﾓｰｼｮﾝ･ﾄｩﾓﾛｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4815,みらい少額短期保険,515,業務委託売上,6632,みらい少額短期,25500,0,275876,301376
4815,みらい少額短期保険,515,業務委託売上,,合計,25500,0,275876,301376
4815,みらい少額短期保険,515,業務委託売上,,差額(科目 - 合計),,,,0
4816,ﾗｲﾌﾃｨ,515,業務委託売上,6633,ﾗｲﾌﾃｨ,829656,0,1039827,1869483
4816,ﾗｲﾌﾃｨ,515,業務委託売上,,合計,829656,0,1039827,1869483
4816,ﾗｲﾌﾃｨ,515,業務委託売上,,差額(科目 - 合計),,,,0
4817,一般社団法人 九曜会,515,業務委託売上,6671,九曜会,0,0,540000,540000
4817,一般社団法人 九曜会,515,業務委託売上,,合計,0,0,540000,540000
4817,一般社団法人 九曜会,515,業務委託売上,,差額(科目 - 合計),,,,0
4819,ｾｰﾙｽﾊﾟｰﾄﾅｰ,515,業務委託売上,7062,ｾｰﾙｽﾊﾟｰ,1003204,0,871982,1875186
4819,ｾｰﾙｽﾊﾟｰﾄﾅｰ,515,業務委託売上,,合計,1003204,0,871982,1875186
4819,ｾｰﾙｽﾊﾟｰﾄﾅｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4820,ALL Rise Group,515,業務委託売上,7013,ALLRise,111900,0,115140,227040
4820,ALL Rise Group,515,業務委託売上,,合計,111900,0,115140,227040
4820,ALL Rise Group,515,業務委託売上,,差額(科目 - 合計),,,,0
4823,EPARK,515,業務委託売上,7017,EPARK,745452,0,977771,1723223
4823,EPARK,515,業務委託売上,,合計,745452,0,977771,1723223
4823,EPARK,515,業務委託売上,,差額(科目 - 合計),,,,0
4824,EPARKﾒﾃﾞｨｱﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,7018,EPARKﾒﾃ,94468,0,159585,254053
